=======[thaumcraft]=======
WARP | thaumcraft | Warp, Flux and all things bad | 1 | [None] | [None]
TB.Revolver.Primal | thaumicbases | Revolver Upgrade: Primal | 1 | [TB.Revolver] | [None]
TB.Redlon | thaumicbases | Redlon | 3 | [TB.Metalleat] | [None]
TB.ROD_bone | thaumicbases | Bone Wand Core | 2 | [ROD_greatwood, INFUSION] | [None]
TB.Revolver.Knowledge | thaumicbases | Revolver Upgrade: Knowledge | 1 | [TB.Revolver] | [None]
TB.RainbowCacti | thaumicbases | Rainbow Cacti | 2 | [TB.Metalleat] | [None]
TB.Revolver.Tainted | thaumicbases | Revolver Upgrade: Tainted | 1 | [TB.Revolver] | [None]
TB.PRIMPEARL | thaumicbases | Primordial Pearl | 1 | [ELDRITCHMINOR] | [None]
TB.Revolver.Speed | thaumicbases | Revolver Upgrade: Speed | 1 | [TB.Revolver] | [None]
TB.Spike.Iron | thaumicbases | Iron Spikes | 1 | [TB.ENCHFABRIC] | [None]
TB.NetherSapling | thaumicbases | Nether Tree | 1 | [TB.GoldenOak] | [None]
TB.Revolver.Piercing | thaumicbases | Revolver Upgrade: Piercing | 1 | [TB.Revolver] | [None]
TB.Revolver.Silver | thaumicbases | Revolver Upgrade: Silver | 1 | [TB.Revolver] | [None]
TB.Bracelet.Primal | thaumicbases | Primal Bracelets | 3 | [TB.ROD_primal_staff, TB.Bracelet.Bone, TB.Bracelet.Quartz, TB.Bracelet.Ice, TB.Bracelet.Obsidian, TB.Bracelet.Blaze, TB.Bracelet.Reed, TB.Bracelet.Silverwood] | [None]
TB.Bracelet.Ice | thaumicbases | Ice Bracelets | 2 | [TB.ROD_ice] | [None]
TB.VoidSeed | thaumicbases | Void Seeds | 1 | [TB.VOIDMETAL] | [None]
TB.CryingObs | thaumicbases | Crying Obsidian | 2 | [TB.INFUSION] | [None]
ROD_tbthaumium | thaumicbases | Thaumic Wand Rod | 2 | [TB.THAUMIUM] | [None]
TB.INFUSIONENCHANTMENT | thaumicbases | Infusion Enchantment | 3 | [JARBRAIN] | [None]
TB.CRUCIBLE | thaumicbases | Basic Alchemy | 1 | [None] | [None]
TB.ROD_obsidian | thaumicbases | Obsidian Wand Core | 2 | [ROD_greatwood, INFUSION] | [None]
TB.SilverwoodPipe | thaumicbases | Silverwood Smoking Pipe | 1 | [TB.Tobacco, TB.INFUSION] | [None]
TB.SM | thaumicbases | Salis Mundus Duplication | 1 | [TB.CRUCIBLE, TB.Quicksilver, TB.Amber] | [None]
TB.Ashroom | thaumicbases | Primal Shrooms | 2 | [TB.Aurelia] | [None]
TB.ROD_primal_staff | thaumicbases | Staff Core of the Primal | 3 | [FOCUSPRIMAL] | [ROD_silverwood_staff, ROD_bone_staff, ROD_greatwood_staff, ROD_blaze_staff, ROD_reed_staff, ROD_obsidian_staff, ROD_quartz_staff, ROD_ice_staff]
TB.Quicksilver | thaumicbases | Making Quicksilver | 1 | [TB.CRUCIBLE] | [None]
TB.Revolver | thaumicbases | Thaumaturge's Arsenal | 3 | [TB.INFUSION] | [None]
TB.Revolver.Heavy | thaumicbases | Revolver Upgrade: Heavy | 1 | [TB.Revolver] | [None]
TB.Revolver.Dueling | thaumicbases | Revolver Upgrade: Dueling | 1 | [TB.Revolver] | [None]
TB.EntityDecAdv | thaumicbases | Entity Deconstructor Improvements | 1 | [TB.EntityDec] | [None]
TB.Revolver.Void | thaumicbases | Revolver Upgrade: Void | 1 | [TB.Revolver] | [None]
TB.Bracelet.Thaumium | thaumicbases | Thaumium Bracelets | 1 | [TB.Bracelet.Greatwood] | [None]
TB.NodeFoci.Stability | thaumicbases | Manipulator Foci: Stability | 1 | [TB.NodeMan] | [None]
TB.StrongEntropy | thaumicbases | Entropy Destruction | 3 | [TB.AdvancedEntropy] | [None]
TB.ROD_greatwood | thaumicbases | Greatwood Wand Core | 1 | [BASICTHAUMATURGY] | [None]
TB.NodeFoci.Unstable | thaumicbases | Manipulator Foci: Instability | 1 | [TB.NodeMan] | [None]
TB.DISTILESSENTIA | thaumicbases | Essentia Distillation | 1 | [NITOR, ALUMENTUM] | [None]
TB.PeacefulSapling | thaumicbases | Peaceful Tree | 1 | [TB.GoldenOak] | [None]
TB.Spike.Void | thaumicbases | Void Spikes | 2 | [TB.VOIDMETAL, TB.Spike.Thaumic] | [None]
TB.TaintMinor | thaumicbases | tc.research_name.TB.TaintMinor | 3 | [None] | [None]
TB.MagicTouch | thaumicbases | Magic Touch | 1 | [TB.INFUSIONENCHANTMENT, TB.Enchantments] | [None]
TB.Flaxium | thaumicbases | Fluxium | 2 | [TB.Aurelia] | [None]
TB.Lazullia | thaumicbases | Lazullia | 2 | [TB.Metalleat] | [None]
TB.ROD_quartz | thaumicbases | Quartz Wand Core | 2 | [ROD_greatwood, INFUSION] | [None]
TB.Bracelet.Void | thaumicbases | Void Bracelets | 3 | [TB.Bracelet.Silverwood] | [None]
TB.NodeFoci.Hunger | thaumicbases | Manipulator Foci: Hunger | 1 | [TB.NodeMan] | [None]
TB.AlchemyRestoration | thaumicbases | Alchemy Restoration | 1 | [TB.CRUCIBLE] | [None]
TB.EldritchBane | thaumicbases | Eldritch Bane | 1 | [TB.INFUSIONENCHANTMENT, TB.Enchantments] | [None]
TB.Tobacco | thaumicbases | Magical Tobacco | 3 | [TB.Plax] | [None]
TB.Tobacco.Saturating | thaumicbases | Saturating Tobacco | 1 | [TB.Tobacco] | [None]
TB.Metalleat | thaumicbases | Metalleat | 1 | [TB.BasicPlants] | [None]
TB.NodeFoci.Taint | thaumicbases | Manipulator Foci: Taint | 1 | [TB.NodeMan] | [None]
TB.Revolver.Accuracy | thaumicbases | Revolver Upgrade: Accuracy | 1 | [TB.Revolver] | [None]
TB.Revolver.Atropods | thaumicbases | Revolver Upgrade: Bane Of Atropods | 1 | [TB.Revolver] | [None]
TB.NodeFoci.Purity | thaumicbases | Manipulator Foci: Purity | 1 | [TB.NodeMan] | [None]
TB.Lucrite | thaumicbases | Lucrite | 1 | [TB.Metalleat, TB.SMB] | [None]
TB.BasicPlants | thaumicbases | Thaumic Nature | 1 | [TB.CRUCIBLE] | [None]
TB.Tainted | thaumicbases | Tainted | 1 | [TB.INFUSIONENCHANTMENT, TB.Enchantments] | [None]
TB.LEVITATOR | thaumicbases | Arcane Levitator | 1 | [NITOR] | [None]
TB.Foci.Flux | thaumicbases | Wand Focus: Flux Scrubber | 1 | [TB.INFUSION, TB.JARVOID, TB.FLUXSCRUB] | [None]
TB.Overchanter | thaumicbases | Overchanting | 3 | [TB.INFUSION] | [None]
TB.VISPOWER | thaumicbases | Harnessing Vis | 2 | [NODESTABILIZER] | [None]
TB.AdvancedEntropy | thaumicbases | Advanced Entropy Manufacturing | 1 | [TB.CRUCIBLE] | [None]
TB.SMB | thaumicbases | Salis Mundus Blocks | 1 | [TB.SM] | [None]
TB.BELLOWS | thaumicbases | Arcane Bellows | 1 | [INFERNALFURNACE] | [None]
TB.VOIDMETAL | thaumicbases | Void metal | 2 | [THAUMIUM, ELDRITCHMINOR] | [None]
TB.MasterEntropy | thaumicbases | Entropy Manufacturing Mastered! | 3 | [TB.AdvancedEntropy] | [None]
TB.Brazier | thaumicbases | Thaumaturge's Brazier | 1 | [TB.Campfire] | [None]
TB.Bracelet.Gold | thaumicbases | Gold Bracelet | 1 | [TB.Bracelet.Iron, TB.CAP_gold] | [None]
TB.Tobacco.Eldritch | thaumicbases | Eldritch Tobacco | 1 | [TB.Tobacco, TB.INFUSION] | [None]
TB.NodeFoci.Efficiency | thaumicbases | Manipulator Foci: Efficiency | 1 | [TB.NodeMan] | [None]
TB.CrystalBlocks | thaumicbases | Crystal Cluster Blocks | 1 | [TB.AlchemyRestoration] | [None]
TB.Bracelet.Blaze | thaumicbases | Blaze Bracelets | 2 | [TB.ROD_blaze] | [None]
TB.EntityDec | thaumicbases | Entity Deconstructor | 1 | [TB.INFUSION] | [None]
TB.Amber | thaumicbases | Making Amber | 1 | [TB.CRUCIBLE] | [None]
TB.Bracelet.Quartz | thaumicbases | Quartz Bracelets | 2 | [TB.ROD_quartz] | [None]
TB.Bracelet.Bone | thaumicbases | Bone Bracelets | 2 | [TB.ROD_bone] | [None]
TB.Bracelet.Iron | thaumicbases | Thaumic Bracelets | 1 | [None] | [None]
TB.ROD_reed | thaumicbases | Reed Wand Core | 2 | [ROD_greatwood, INFUSION] | [None]
TB.Tobacco.Sanity | thaumicbases | Relaxing Tobacco | 1 | [TB.Tobacco] | [None]
TB.EnderSapling | thaumicbases | Ender Tree | 1 | [TB.GoldenOak] | [None]
TB.ElderKnowledge | thaumicbases | Elder Knowledge | 1 | [TB.INFUSIONENCHANTMENT, TB.Enchantments] | [None]
TB.BloodyRobes | thaumicbases | Bloody Thaumaturge's Robes | 1 | [TB.Spike.Iron] | [None]
TB.Enchantments | thaumicbases | New Enchantments! | 1 | [None] | [None]
TB.Foci.Activation | thaumicbases | Wand Focus: Activation | 1 | [TB.INFUSION, TB.MIRRORHAND] | [None]
TB.Glieonia | thaumicbases | Glieonia | 2 | [TB.Aurelia] | [None]
TB.NodeFoci.Sinister | thaumicbases | Manipulator Foci: Sinister | 1 | [TB.NodeMan] | [None]
TB.CAP_gold | thaumicbases | Gold Wand Caps | 1 | [BASICTHAUMATURGY] | [None]
TB.Backprocessing | thaumicbases | Alchemy Backprocessing | 1 | [TB.AlchemyRestoration, TB.AdvancedEntropy] | [None]
TB.JARVOID | thaumicbases | Void Jar | 1 | [JARLABEL] | [None]
TB.Aurelia | thaumicbases | Aurelia | 1 | [TB.BasicPlants] | [None]
TB.Tobacco.Angry | thaumicbases | Angry Tobacco | 1 | [TB.Tobacco] | [None]
TB.ROD_ice | thaumicbases | Icy Wand Core | 2 | [ROD_greatwood, INFUSION] | [None]
TB.Pyrofluid | thaumicbases | Pyrofluid | 3 | [TB.CRUCIBLE] | [None]
TB.FOCUSEXCAVATION | thaumicbases | Wand Focus: Excavation | 2 | [FOCUSFIRE] | [None]
ROD_tbvoid | thaumicbases | Void Wand Rod | 3 | [ROD_tbthaumium, TB.VOIDMETAL] | [None]
TB.GoldenOak | thaumicbases | Thaumic Dendrology | 1 | [TB.INFUSION, TB.Briar] | [None]
TB.OreDestruction | thaumicbases | Ore Destruction | 3 | [TB.MasterEntropy] | [None]
TB.Tobacco.Wisdom | thaumicbases | Wisdom Tobacco | 1 | [TB.Tobacco] | [None]
TB.Spike.Thaumic | thaumicbases | Thaumic Spikes | 1 | [TB.THAUMIUM, TB.Spike.Iron] | [None]
TB.THAUMIUM | thaumicbases | Magical Metallurgy | 1 | [CRUCIBLE] | [None]
TB.NodeFoci.Speed | thaumicbases | Manipulator Foci: Speed | 1 | [TB.NodeMan] | [None]
TB.Briar | thaumicbases | Briar | 1 | [TB.Plax] | [None]
TB.MIRRORHAND | thaumicbases | Magical hand Mirror | 2 | [MIRROR] | [None]
TB.Revolver.EldritchBane | thaumicbases | Revolver Upgrade: Bane Of Eldritch | 1 | [TB.Revolver] | [None]

=======[thaumcraft]=======
WOODCOMPOUNDUPGRADERECIPES | thaumcraft | [Upgrade] Vis casting | 1 | [WOODCOMPOUNDMAGICALRECIPES] | [WOODARCANERECIPES]
WOODCRUCIBLEMAGICALRECIPES | thaumcraft | Adding some spices ! | 1 | [WOODCRUCIBLERECIPES] | [None]
WOODCRUCIBLEINSTRUMENTUMRECIPES | thaumcraft | Cutting through fibers | 1 | [WOODCRUCIBLERECIPES] | [None]
WOODCOMPOUNDMAGICALRECIPES | thaumcraft | Casting magical wood | 1 | [WOODCOMPOUNDRECIPES] | [None]
WOODARCANERECIPES | thaumcraft | Arcane Recipes | 1 | [None] | [None]
WOODCOMPOUNDMAGICALUPGRADERECIPES | thaumcraft | [Upgrade] Vis casting | 1 | [WOODCOMPOUNDMAGICALRECIPES] | [WOODCOMPOUNDUPGRADERECIPES]
WOODCRUCIBLERECIPES | thaumcraft | Crucible Recipes | 1 | [WOODARCANERECIPES] | [None]
WOODCOMPOUNDRECIPES | thaumcraft | Wand casting | 2 | [None] | [None]
TORCHBASICRECIPES | thaumcraft | Basic Recipes | 1 | [None] | [None]

=======[thaumicexploration]=======
DREAMCATCHER | thaumicexploration | Wispy Dreamcatcher | 2 | [TAINTBASICS] | [None]
ROD_NECROMANCER_staff | thaumicexploration | Necromancer's Staff Core | 3 | [ROD_greatwood_staff, TXROD_greatwood_staff] | [INFUSION]
CAP_MECHANIST | thaumicexploration | Mechanist's Wand Caps | 2 | [TXCAP_thaumium, CAP_thaumium] | [INFUSION, NODETAPPER2]
TXINFUSIONENCHANTMENT | thaumicexploration | Infusion Enchantment | 1 | [None] | [None]
TXBASICARTIFACE | thaumicexploration | Basic Artifacing | 1 | [None] | [None]
TALISMANFOOD | thaumicexploration | Talisman of Nourishment | 2 | [TXINFUSION, FLESHCURE] | [INFUSION, INFUSION]
CAP_SOJOURNER | thaumicexploration | Sojourner's Wand Caps | 2 | [TXCAP_thaumium, CAP_thaumium] | [INFUSION, WANDPED]
TXTALLOW | thaumicexploration | Magic Tallow | 1 | [None] | [None]
BRAINCURE | thaumicexploration | Brain Sanitization | 1 | [JARBRAIN, FLESHCURE, TXINFUSION] | [INFUSION, INFUSION]
ENCHBINDING | thaumicexploration | Enchantment: Binding | 1 | [TXINFUSIONENCHANTMENT, INFUSIONENCHANTMENT] | [None]
ENCHNIGHTVISION | thaumicexploration | Enchantment: Night Vision | 1 | [TXINFUSIONENCHANTMENT, INFUSIONENCHANTMENT] | [None]
METEORBOOTS | thaumicexploration | Boots of the Meteor | 2 | [TXBOOTSTRAVELLER, BOOTSTRAVELLER, FOCUSFIRE] | [INFUSION, INFUSION]
STABILIZERBELT | thaumicexploration | Thaumostatic Stabilizer | 1 | [INFUSION, TXINFUSION, HOVERHARNESS, TXHOVERHARNESS] | [INFUSION]
REPLICATOR | thaumicexploration | Thaumic Replicator | 3 | [DISTILESSENTIA, TXINFUSION, TXDISTILESSENTIA] | [INFUSION, INFUSION]
ROD_AMBER | thaumicexploration | Amber Wand Core | 2 | [TXROD_greatwood, ROD_obsidian, ROD_reed, ROD_blaze, ROD_ice, ROD_quartz, ROD_bone] | [INFUSION]
URN | thaumicexploration | Everfull Urn | 1 | [INFUSION, TXINFUSION] | [INFUSION, ARCANEEAR]
BURN | thaumicexploration | Everburn Urn | 1 | [URN] | [INFUSION, ARCANEEAR]
ROD_TRANSMUTATION | thaumicexploration | Transmutative Wand Core | 2 | [TXROD_greatwood, ROD_greatwood] | [INFUSION]
SOULBRAZIER | thaumicexploration | Soul Brazier | 1 | [None] | [INFUSION]
ROD_TRANSMUTATION_staff | thaumicexploration | Transmutative Staff Core | 2 | [TXROD_greatwood_staff, ROD_TRANSMUTATION] | [ROD_greatwood_staff]
TXHOVERHARNESS | thaumicexploration | Thaumostatic Harness | 1 | [None] | [None]
ENCHDISARM | thaumicexploration | Enchantment: Disarming | 1 | [TXINFUSIONENCHANTMENT, INFUSIONENCHANTMENT] | [None]
TXROD_greatwood | thaumicexploration | Greatwood Wand Core | 1 | [None] | [None]
TENTACLERING | thaumicexploration | Taintacle Ring | 2 | [TAINTBASICS] | [INFUSION]
JARSEAL | thaumicexploration | Seal of Jar Binding | 1 | [None] | [None]
DISCOUNTRINGS | thaumicexploration | Shard Rings | 1 | [BASICARTIFACE, TXBASICARTIFACE] | [None]
ROD_AMBER_staff | thaumicexploration | Amber Staff Core | 2 | [TXROD_greatwood_staff, ROD_AMBER] | [ROD_greatwood_staff]
TXROD_greatwood_staff | thaumicexploration | Magic Staves | 1 | [None] | [None]
TRASHJAR | thaumicexploration | Oblivion Jar | 2 | [TXJARVOID, JARVOID, INFUSION, TXINFUSION] | [INFUSION]
CRUCSOULS | thaumicexploration | Crucible of Souls | 3 | [DISTILESSENTIA, TXINFUSION, TXDISTILESSENTIA] | [INFUSION, BRAINCURE, INFUSION]
COMETBOOTS | thaumicexploration | Boots of the Comet | 2 | [TXBOOTSTRAVELLER, BOOTSTRAVELLER, FOCUSFROST] | [INFUSION, INFUSION]
THINKTANK | thaumicexploration | Think Tank | 3 | [BRAINCURE, RESEARCHER2] | [INFUSION, INFUSION]
TXINFUSION | thaumicexploration | Infusion | 1 | [None] | [None]
FLESHCURE | thaumicexploration | Flesh Purification | 1 | [TXTALLOW] | [TALLOW]
TXBOOTSTRAVELLER | thaumicexploration | Boots of the Traveler | 1 | [TXINFUSION] | [None]
FLOATCANDLE | thaumicexploration | Floating Candles | 1 | [TXTALLOW, TALLOW] | [None]
TAINTBASICS | thaumicexploration | Taint | 1 | [None] | [None]
TXJARVOID | thaumicexploration | Void Jar | 1 | [None] | [None]
TXDISTILESSENTIA | thaumicexploration | Essentia Distillation | 1 | [None] | [None]
TXCAP_thaumium | thaumicexploration | Thaumium Wand Caps | 1 | [None] | [None]

=======[thaumichorizons]=======
alchIncubation | thaumichorizons | Alchemical Incubation | 1 | [alcheponics] | [None]
blastPhial | thaumichorizons | Blast Phials | 1 | [essentiaInjection] | [None]
nightmareInfusion | thaumichorizons | Nightmare | 2 | [horseInfusion, LEVITATOR] | [None]
runicCreature | thaumichorizons | Runic Hide | 2 | [generalInfusion, RUNICAUGMENTATION] | [None]
horseInfusion | thaumichorizons | Horse Infusions | 2 | [generalInfusion] | [None]
chickenInfusion | thaumichorizons | Chicken Infusions | 1 | [generalInfusion] | [None]
focusAnimation | thaumichorizons | Wand Focus: Animation | 3 | [PRIMPEARL, golemPowder] | [None]
focusLiquefaction | thaumichorizons | Wand Focus: Liquefaction | 2 | [focusIllumination, FOCUSEXCAVATION] | [None]
focusDisintegration | thaumichorizons | Wand Focus: Disintegration | 2 | [focusLiquefaction, alchemite, LIQUIDDEATH] | [None]
cloneVillager | thaumichorizons | Reincarnation | 3 | [incarnationVat, soulAssembler] | [None]
alchemite | thaumichorizons | Alchemite | 2 | [None] | [ESSENTIACRYSTAL]
transductionAmplifier | thaumichorizons | Transduction Amplifier | 3 | [planarTheory] | [None]
planarTheory | thaumichorizons | Planar Theory | 3 | [VISPOWER, VOIDMETAL] | [None]
leviathan | thaumichorizons | Primordial Fossils | 1 | [pocketPlane] | [None]
pigInfusion | thaumichorizons | Pig Infusions | 1 | [generalInfusion] | [None]
instilledLoyalty | thaumichorizons | Instilled Loyalty | 2 | [generalInfusion] | [None]
fleshLeather | thaumichorizons | Flesh Hardening | 1 | [meatGrowth] | [None]
planarKeystone | thaumichorizons | Planar Gateways | 3 | [pocketPlane] | [None]
voidGolem | thaumichorizons | Voidling Golems | 1 | [wispSpawn] | [golemPowder]
eldritchFangs | thaumichorizons | Eldritch Fangs | 2 | [generalInfusion, VOIDMETAL] | [None]
lensFire | thaumichorizons | Arcane Lenses | 2 | [GOGGLES, INFUSION] | [None]
thaumiumBoat | thaumichorizons | Thaumium Boat | 1 | [greatwoodBoat, THAUMIUM] | [None]
nightmare | thaumichorizons | Musings on Life and Death | 1 | [cloneVillager] | [None]
focusIllumination | thaumichorizons | Wand Focus: Illumination | 1 | [FOCUSFIRE] | [None]
silverHeart | thaumichorizons | Silverwood Heart | 2 | [humanInfusion] | [None]
soulExtractor | thaumichorizons | Soul Sieve | 1 | [JARBRAIN, ENCHFABRIC] | [None]
vortexStabilizer | thaumichorizons | Vortex Attenuation | 2 | [planarTheory] | [None]
lensCase | thaumichorizons | Lens Case | 1 | [lensAir, lensWater, lensEarth, lensOrderEntropy, FOCUSPOUCH] | [None]
synthSkin | thaumichorizons | Synthskin | 2 | [humanInfusion] | [None]
lensEarth | thaumichorizons | Evanescent Lens | 1 | [lensFire] | [None]
mirrorAmulet | thaumichorizons | Mirrored Amulet | 2 | [cloneSelf] | [MIRROR]
focusContainment | thaumichorizons | Wand Focus: Containment | 3 | [None] | [DISTILESSENTIA, FOCUSPORTABLEHOLE]
pocketPlane | thaumichorizons | Pocket Plane | 3 | [planarRift, PRIMPEARL] | [None]
essentiaInjection | thaumichorizons | Blood Alchemy | 3 | [meatGrowth] | [THAUMATORIUM, INFUSION]
alternateGolemBell | thaumichorizons | Golemancer's Bell | 1 | [None] | [None]
catInfusion | thaumichorizons | Feline Infusions | 1 | [generalInfusion] | [None]
amphibious | thaumichorizons | Amphibious Breath | 2 | [humanInfusion] | [None]
selfInfusion | thaumichorizons | Self-Infusion | 3 | [generalInfusion, cloneSelf] | [None]
dogInfusion | thaumichorizons | Canine Infusions | 1 | [generalInfusion] | [None]
planarRift | thaumichorizons | New Horizons | 2 | [vortexStabilizer, transductionAmplifier] | [None]
crystalWand | thaumichorizons | Crystalline Wand | 2 | [planarRift] | [None]
portability | thaumichorizons | Portability | 2 | [generalInfusion] | [None]
lensAir | thaumichorizons | Kirlian Lens | 1 | [lensFire] | [None]
visDynamo | thaumichorizons | Vis Dynamo | 2 | [None] | [INFUSION, VISPOWER]
sheederInfusion | thaumichorizons | Sheeder | 2 | [sheepInfusion] | [None]
etherealShard | thaumichorizons | Ethereal Shard | 3 | [shardTrans] | [INFUSION, VISPOWER]
planarClouds | thaumichorizons | Planar Clouds | 1 | [pocketPlane] | [None]
essentiaDynamo | thaumichorizons | Essentia Dynamo | 2 | [visDynamo] | [INFUSION, VISPOWER, THAUMIUM]
injector | thaumichorizons | Injector | 1 | [blastPhial, BONEBOW] | [None]
lensOrderEntropy | thaumichorizons | Scholar's Lens | 1 | [lensFire] | [None]
chameleonSkin | thaumichorizons | Chameleon Skin | 2 | [humanInfusion] | [None]
nodeMonitor | thaumichorizons | Node Monitor | 1 | [INFUSION] | [None]
lensWater | thaumichorizons | Echo Lens  | 1 | [lensFire, ARCANEEAR] | [None]
cowInfusion | thaumichorizons | Cow Infusions | 1 | [generalInfusion] | [None]
alcheponics | thaumichorizons | Alcheponics | 1 | [None] | [None]
sheepInfusion | thaumichorizons | Sheep Infusions | 1 | [generalInfusion] | [None]
humanInfusion | thaumichorizons | Basic Human Infusions | 1 | [selfInfusion] | [None]
morphicFingers | thaumichorizons | Morphic Fingers | 2 | [humanInfusion] | [None]
incarnationVat | thaumichorizons | Incarnation | 2 | [healingVat] | [None]
wispSpawn | thaumichorizons | Wisp Propagation | 1 | [planarRift] | [None]
soulAssembler | thaumichorizons | Soulforge | 3 | [soulKnowledge] | [None]
infusionVat | thaumichorizons | Creature Infusion | 3 | [healingVat, INFUSION, focusContainment] | [None]
greatwoodBoat | thaumichorizons | Greatwood Boat | 1 | [None] | [None]
golemPowder | thaumichorizons | Animation Powder | 3 | [GOLEMTHAUMIUM, ADVANCEDGOLEM, incarnationVat] | [None]
spiderClimb | thaumichorizons | Spider Climb | 2 | [humanInfusion] | [None]
shardTrans | thaumichorizons | Shard Transmutation | 2 | [None] | [None]
warpedTumor | thaumichorizons | Warped Tumor | 3 | [humanInfusion] | [None]
recombinator | thaumichorizons | Teleological Recombinator | 3 | [planarTheory, PRIMPEARL] | [None]
soulKnowledge | thaumichorizons | Inspiratron | 2 | [soulExtractor] | [None]
healingVat | thaumichorizons | Curative Vat | 3 | [essentiaInjection, fleshLeather] | [None]
cloneSelf | thaumichorizons | Self-Reincarnation | 2 | [nightmare, PRIMPEARL] | [None]
generalInfusion | thaumichorizons | General Infusions | 1 | [infusionVat] | [None]
meatGrowth | thaumichorizons | Meat Growth | 2 | [alchIncubation] | [None]
voidPutty | thaumichorizons | Void Putty | 2 | [planarRift] | [None]

=======[thaumcraft]=======
ARCANECRYSTAL | thaumcraft | Arcane Crystals | 3 | [MERCURIALWAND] | [None]
NODEMODIFIER | thaumcraft | Node Modifier | 3 | [NODEJAR, INFUSION] | [None]
MINILITHWATCHFUL | thaumcraft | Watchful Eye [WIP] | 1 | [MINILITHBASE] | [None]
MINILITHFIRE | thaumcraft | Burning Sentry [WIP] | 1 | [MINILITHBASE] | [None]
UPGRADERECHARGE | thaumcraft | Recharge Crystal | 3 | [ARCANECRYSTAL, INFUSION, ROD_reed, ROD_blaze, ROD_obsidian, ROD_ice, ROD_quartz, ROD_bone] | [None]
UPGRADEDISCOUNT | thaumcraft | Vis Discount Crystal | 3 | [ARCANECRYSTAL, INFUSION, ENCHFABRIC] | [None]
UPGRADEDRAIN | thaumcraft | Drain Multiplier Crystal | 3 | [ARCANECRYSTAL, INFUSION, DISTILESSENTIA] | [None]
MERCURIALWAND | thaumcraft | Mercurial Crystal Wand | 3 | [MERCURIALROD] | [None]
ESSENTIAENGINE | thaumcraft | Essentia Engine | 2 | [INFERNALFURNACE] | [INFUSION]
MINILITHFLUX | thaumcraft | Flux Dissipator | 1 | [MINILITHBASE] | [None]
MINILITHHEAL | thaumcraft | Healing Sentry [WIP] | 1 | [MINILITHBASE] | [None]
MINILITHBASE | thaumcraft | The Microlith | 1 | [ARCANECRYSTAL] | [None]
VOIDCAGE | thaumcraft | Wand Focus Void Cage | 2 | [None] | [FOCUSFIRE]
WANDBENCH | thaumcraft | Wandbench | 3 | [ARCANECRYSTAL] | [None]
ETHEREALJAR | thaumcraft | Ethereal Jar | 3 | [JARVOID] | [None]
MINILITHZAP | thaumcraft | Electrocution Sentry [WIP] | 1 | [MINILITHBASE] | [None]
MERCURIALROD | thaumcraft | Mercurial Wand Core | 3 | [None] | [ROD_silverwood, INFUSION]
FERTILIZER | thaumcraft | Thaumic Fertilizer | 3 | [None] | [None]
UPGRADESTABILIZER | thaumcraft | Stabilizer Crystal [WIP] | 3 | [ARCANECRYSTAL, INFUSION] | [None]
UPGRADEPOTENCY | thaumcraft | Potency Crystal | 3 | [ARCANECRYSTAL, INFUSION] | [None]
MINILITHFROST | thaumcraft | Packed Ice Sentry [WIP] | 1 | [MINILITHBASE] | [None]
UPGRADECOMPOUND | thaumcraft | Compound Drain Crystal | 3 | [ARCANECRYSTAL, INFUSION] | [None]

=======[dh]=======
CAP_cotton | dh | dh.research_name.CAP_cotton | 1 | [None] | [None]
INFERIOIS_MUTANDIS | dh | Wand Focus: Inferiois Mutandis | 1 | [None] | [None]
ROD_rowan | dh | dh.research_name.ROD_rowan | 1 | [None] | [None]
ROD_alder | dh | dh.research_name.ROD_alder | 1 | [None] | [None]
VISC | dh | Vis and Witch Magic | 1 | [None] | [None]
CAP_koboldite | dh | dh.research_name.CAP_koboldite | 1 | [None] | [None]
ROD_hawthorn | dh | dh.research_name.ROD_hawthorn | 1 | [None] | [None]

=======[am2pg]=======
ASCENDED_ETHERIUM | am2pg | Ascended Etherium | 1 | [AM2PG] | [None]
WARPAMULET | am2pg | Amulet of Warped Will | 1 | [SUNSTONEALLOY] | [None]
AM2PG | am2pg | Ars Magica 2: PlayGround | 1 | [None] | [None]
INSIGHT | am2pg | Insight | 1 | [ELDRITCHMIND, BATHSALTS] | [None]
SUNSTONEALLOY | am2pg | Magic material: Sunstone Alloy Ingot | 1 | [AM2PG] | [None]
FLUXDISEASE | am2pg | Flux Disease | 1 | [AM2PG] | [None]
OUTERDAMAGE | am2pg | Outer Damage | 1 | [AM2PG] | [None]
ELDRITCHMIND | am2pg | Eldritch Mind | 1 | [OUTERDAMAGE] | [None]
ASPECTRING | am2pg | Ring of World Affection | 2 | [AM2PG] | [PRIMPEARL]
ROD_illusion | am2pg | Illusion Charmed Silverwood Wand Core | 1 | [ROD_silverMoon] | [None]
CAP_illusion | am2pg | Illusion Wand Caps | 1 | [CAP_sun] | [None]
MOONLIGHTHIDE | am2pg | Magic material: Moonlight Hide | 1 | [AM2PG] | [None]
DISTORTEDKNOWLEDGE | am2pg | Tier 3 Upgrade: Distorted Knowledge | 1 | [WARPAMULET, FOCUSSPELL] | [FOCALMANIPULATION]
ROD_silverMoon | am2pg | Moonlight Blessed Silverwood Wand Core | 1 | [MOONLIGHTHIDE] | [ROD_silverwood]
FOCUSSPELL | am2pg | Wand Focus: Spell | 1 | [AM2PG] | [WARDEDARCANA]
